Timestamp,UserID,CourseID,CourseNumber,CourseName,Workflow,InterestRating,UtilityRating,WorkloadRating,WorkloadHours,OverallRating,Comment,EmailHash,RowID
2025-03-13T04:54:05,7ff06216-3b88-4bd9-bd6c-5c5a0f3e408d,93826,93826,Fundraising & Individual Giving,"Completed coursework and final evaluation for Fundraising & Individual Giving, focusing on Successful fundraising is critical to the effective operations of every nonprofi...",5,3,4,13,4,"I am currently taking a course called ""Fundraising & Individual Giving"".",6fd7df3e165f4530ba6977b6fc039513400c4a7e729445d9bd3ce9fdb9f91ad3,ef23dc28-3edc-40b3-80c4-5e4300d88f2a
2025-01-11T04:54:29,320d84e1-e2af-478f-8b1f-600f3ffa8de8,93821,93821,Marketing and Audience Engagement,"Completed coursework and final evaluation for Marketing and Audience Engagement, focusing on The success of arts and cultural institutions in the 21st century and beyond wil...",4,5,3,13,4,"I decided to take the course ""Marketing and Audience Engagement"" because I wanted to get a solid foundation in the topic. The class was fairly time-consuming, especially around major assignments and exams, but the structure of the course helped me stay on track. Overall I feel like I learned a lot and the material will be useful for future classes and projects.",e3c11df9e765403192443cfb904d010e882603f8131c4ee09a6a042e8d6f5f1b,00c936cd-6d2f-4e0c-ab5c-8c5cd363a40d
2025-08-16T04:54:55,21d497c4-fb9c-451c-aff7-e0fa1bd1b72b,93827,93827,Fundraising & Institutional Giving,"Completed coursework and final evaluation for Fundraising & Institutional Giving, focusing on Building on the fundamentals introduced in External Relations: Fundraising and P...",5,4,3,11,4,"I decided to take the course ""Fundraising & Institutional Giving"" because I wanted to go deeper into the topic and challenge myself. The class was fairly time-consuming, especially around major assignments and exams, but the structure of the course helped me stay on track. Overall I feel like I learned a lot and the material will be useful for future classes and projects.",cb824cb5c4664c6599561d8a2fc395746b313c6428a4442db7f1cded7f2fbb6b,f0e27a0f-7f20-444f-9846-8f1f7a7a684a
2025-09-11T04:55:03,6fce5274-4da8-4b13-baec-1699e5b1ef3a,93831,93831,Law Fundamentals for Arts Managers,"Completed coursework and final evaluation for Law Fundamentals for Arts Managers, focusing on Law Fundamentals for Arts Managers is an investigation of specific legal rights...",4,4,4,12,3,"I took the course ""Law Fundamentals for Arts Managers"" because I want to learn more about the legal aspects of managing arts organizations.",1dc3fce8b7e64471973ab15344efb61b3fbb95408b8c487285d5bd8c3447a60c,47e2b90d-d900-4d3e-96a4-85742980f25e
2025-09-17T04:55:43,8c270b38-ae19-46df-8d8c-08d820ee8992,93841,93841,EIM Professional Seminar II,Completed coursework and final evaluation for EIM Professional Seminar II.,4,4,4,13,4,"I decided to take the course ""EIM Professional Seminar II"" because I wanted to get a solid foundation in the topic. The class was fairly time-consuming, especially around major assignments and exams, but the structure of the course helped me stay on track. Overall I feel like I learned a lot and the material will be useful for future classes and projects.",12d59760168849d4b7cbe85e40f6d0542bb54ab537e6451bb3d1bcc567b82f20,c56f3634-fa24-4147-86dc-ed850f88435e
2025-02-26T04:56:08,5fafb050-d93d-47a9-b466-b6c84584acc8,93844,93844,Live Music:  Touring and Revenue Streams,"Completed coursework and final evaluation for Live Music:  Touring and Revenue Streams, focusing on Many music industry executives assert that while the top 5% of music artists can...",3,5,3,13,4,"I decided to take the course ""Live Music:  Touring and Revenue Streams"" because I wanted to get a solid foundation in the topic. The class was fairly time-consuming, especially around major assignments and exams, but the structure of the course helped me stay on track. Overall I feel like I learned a lot and the material will be useful for future classes and projects.",6d43891f8d0547e5bd1137bf7102cd9afdf20c2381304caf9aa6860adcc5e72d,0f1efaa8-acaa-4172-bc13-95bc2368d3ed
2024-12-24T04:56:10,c9d6c1c2-af45-46d4-9cc7-2cfbba73d43f,93846,93846,Cultural Policy & Advocacy in the US,"Completed coursework and final evaluation for Cultural Policy & Advocacy in the US, focusing on Arts and cultural leaders in the United States operate in complex environments w...",4,5,1,11,5,I took this course because I wanted to learn more about how the arts and culture are influenced by politics and policies.,39408554bec64baf84229e0fc87e1c729905c439f976421ab4729b469676a19e,b68b4dfc-e5f5-4a6a-b060-8b467dd777a4
2025-10-31T04:56:24,50e2c10b-bf3a-44e3-bf55-fb5cbe25904c,93846,93846,Cultural Policy & Advocacy in the US,"Completed coursework and final evaluation for Cultural Policy & Advocacy in the US, focusing on Arts and cultural leaders in the United States operate in complex environments w...",4,4,3,13,4,"I took this class because I was interested in learning more about how culture and policy intersect in the US. The class was challenging at times, but I appreciated the variety of topics we covered.",3ad1523adde34f59a32a529994d09dbda4e4c089e1dd43d1af49ea9cc8b56403,d0556f4c-549f-41fb-be4b-f4b575a39b3e
2025-11-16T04:56:48,7080e0c3-20fe-4f37-a9b5-5144a5cef5b8,93849,93849,Arts Management Professional Seminar II,"Completed coursework and final evaluation for Arts Management Professional Seminar II, focusing on Success requires active engagement and investment in your life and career. Empow...",5,4,4,14,5,"I decided to take the course ""Arts Management Professional Seminar II"" because I wanted to go deeper into the topic and challenge myself. The class was fairly time-consuming, especially around major assignments and exams, but the structure of the course helped me stay on track. Overall I feel like I learned a lot and the material will be useful for future classes and projects.",02c394c949664fe2827681002b513f2107b5b41d78624c8dbfb38dca16abd3bf,ac2fea20-0c51-4d1b-8191-719be205c596
2025-05-09T04:57:13,efcc1ef9-c400-42f8-a4b7-8e6f148d2d41,93851,93851,"Film Economics, Marketing & Distribution","Completed coursework and final evaluation for Film Economics, Marketing & Distribution, focusing on This course will be provide an overview of the feature film industry from the fi...",4,3,2,11,3,"I decided to take the course ""Film Economics, Marketing & Distribution"" because I wanted to get a solid foundation in the topic. The class was fairly time-consuming, especially around major assignments and exams, but the structure of the course helped me stay on track. Overall I feel like I learned a lot and the material will be useful for future classes and projects.",b70d1b07ef56401183ae3a2f6b1b7774bbe1a67b8e614b339d15728471276f87,0f9b55e5-d6ce-4e0f-8b21-608c3c7607c3
2025-05-03T04:57:38,0d8aec32-291d-4bb2-be87-59a49f9496fb,93854,93854,Film Acquisition,"Completed coursework and final evaluation for Film Acquisition, focusing on Independent film is a term loosely used to mean many things. While the term is o...",4,3,2,10,4,"I decided to take the course ""Film Acquisition"" because I wanted to get a solid foundation in the topic. The class was fairly time-consuming, especially around major assignments and exams, but the structure of the course helped me stay on track. Overall I feel like I learned a lot and the material will be useful for future classes and projects.",1f1f72d0113e4b9a8b734ae794f72e969973aa8b5fb44acc8099d7433cb95425,e9d10a2a-d69b-4272-938a-ee1b4f1a338f
2025-01-17T04:58:02,85b293f4-7a11-4c88-ab98-2cb354e7a800,93855,93855,Intellectual Property,"Completed coursework and final evaluation for Intellectual Property, focusing on The objective of this course is to provide students with a practical understandi...",4,5,3,13,4,"I decided to take the course ""Intellectual Property"" because I wanted to get a solid foundation in the topic. The class was fairly time-consuming, especially around major assignments and exams, but the structure of the course helped me stay on track. Overall I feel like I learned a lot and the material will be useful for future classes and projects.",b4529ab9c25b422bb97a8a6a096d6abf1ed837555ecf4b808132d39dc88d284d,02f3b863-5b11-4cff-9da6-8b7916c52119
2025-05-18T04:58:23,7fb7001f-ab04-4f87-ba69-fc2ff1a5b2f7,93856,93856,Business Development,"Completed coursework and final evaluation for Business Development, focusing on Business development uses the lenses of strategy and commercialization to identi...",5,4,3,12,4,"I took this course to learn more about business development, which is an important skill for any career. I found the course to be very informative and engaging, with a good balance of theory and practice.",84fb3801ab8d47609b2a158f2012039bb03823b1ce2041b1b52082080efd94d5,dcf3f7e2-8e4d-4933-836e-9982db62973f
2024-12-17T04:58:48,680b4a23-b8cc-4a89-90bd-27d155ddc1ee,93860,93860,What Makes Us Play:  The Craft of the Video Game,"Completed coursework and final evaluation for What Makes Us Play:  The Craft of the Video Game, focusing on This course delves deep into the art of creating and shipping video games. We wi...",5,5,2,11,5,"I decided to take the course ""What Makes Us Play:  The Craft of the Video Game"" because I wanted to get a solid foundation in the topic. The class was fairly time-consuming, especially around major assignments and exams, but the structure of the course helped me stay on track. Overall I feel like I learned a lot and the material will be useful for future classes and projects.",5cc54170d698433e8c7527a9a4719949b62600f76f8f4380a269f64e53bdd46e,bf8f4c9e-a7e7-4568-95b9-69c82a1097c3
2025-10-04T04:59:11,cb115ddc-6caf-45f2-b680-e8ee2d24f072,93863,93863,Arts Management Consulting,"Completed coursework and final evaluation for Arts Management Consulting, focusing on Course meets: March 21 & March 28 10:00 - 2:30pm; On Campus. Building on the fun...",5,3,2,10,4,"I took the course ""Arts Management Consulting"" because I was interested in learning how to apply my creativity and skills to real-world problems and challenges.",909313daf5254209911fa710ee5b74dc9a4de108d7be4e188e667c11edcd052c,5a236808-cd25-42cb-95fe-14295a74c6f0
2025-08-16T04:59:16,67d5a475-d29b-4881-95a2-b92ba68be584,93866,93866,Creative Producing,"Completed coursework and final evaluation for Creative Producing, focusing on Creative Producing: Visuals and Vision. This course focuses on the main interpre...",5,5,2,12,5,"I took this course because I wanted to learn how to create podcasts and web series. I thought it was a challenging and time-consuming course, but it was also very useful.",46da69b1f1aa46b09dfbe809e234a4222658b61506a44ff08f2eb6b21cfa735f,edf77e6b-b4bb-4ddb-8d44-30bbdf045a67
2025-08-31T04:59:18,0c6c6839-08ce-4aae-9fa1-e761c5909af3,93866,93866,Creative Producing,"Completed coursework and final evaluation for Creative Producing, focusing on Creative Producing: Visuals and Vision. This course focuses on the main interpre...",5,5,2,10,5,I took this course because I wanted to learn more about how to work with different artists and genres.,88739c8867b849fab0c0f140b28245ffeb068eea4409480f9a0d7f119744d494,53173074-0a04-4ec2-8a8d-9edcfd5bb06a
2025-10-14T04:59:51,5974f90a-8a84-4205-adfd-7dee75452db9,93870,93870,Introduction to Writing for Television,"Completed coursework and final evaluation for Introduction to Writing for Television, focusing on Television has become a constant in our lives. The variety of unique voices has...",5,4,1,10,5,"I decided to take the course ""Introduction to Writing for Television"" because I wanted to get a solid foundation in the topic. The class was fairly time-consuming, especially around major assignments and exams, but the structure of the course helped me stay on track. Overall I feel like I learned a lot and the material will be useful for future classes and projects.",83e33c31cf2e43f3ab4a56d0a77ca6aba950c10d43f24bdb95b7ec2be5cb65ad,81501b3e-0655-4c23-aa33-1b8472a8121e
2025-02-17T05:00:12,f3f04304-f27d-4369-9a56-b62f20a439f4,93872,93872,Music Supervision,"Completed coursework and final evaluation for Music Supervision, focusing on The course defines the role of the music supervisor, who draws on combined resou...",5,5,5,14,4,"I just finished taking the course ""Music Supervision"", and I have to say it was quite an interesting experience. At first, I was a bit hesitant to take on such a challenging course, but I knew I needed to push myself out of my comfort zone.",86dd422ef75e4da9b2e9a6a9dbb004be59977758bbf44f749403b562501f8d81,f463d357-d8fb-437e-b9bf-eabc40c164a7
2025-07-07T05:00:20,7138eb88-1add-4a24-8958-b1ef94e14a00,93873,93873,Film Exhibition,"Completed coursework and final evaluation for Film Exhibition, focusing on This course will focus on understanding how the Film Exhibition Industry is key...",5,4,3,12,4,"I took the course ""Film Exhibition"" because I wanted to learn more about the history and theory of film. The class was very interesting and informative, and I learned a lot about different genres, techniques, and styles of filmmaking.",85c29db00db54332ad2a46da321230bb5da0459c616841979b12064a35980a58,5771faa2-806e-4e93-a248-4c73b791b835
2025-06-09T05:00:55,b1302745-a9b2-40f1-b2a7-5db61bbf83c0,93878,93878,Branded Entertainment,"Completed coursework and final evaluation for Branded Entertainment, focusing on Price is not the only measure of value for consumers. Perceived value is derived...",4,4,1,11,4,"I took the course ""Branded Entertainment"" out of curiosity. However, the knowledge I gained from the course was incredibly useful in my career.",6f6cb7c488a440a195f8636e29cd22a2c0470a0dc9db4b17af64548b90920c4c,2ee9147a-62fa-4c61-8994-08ab18d6182e
2025-07-31T05:01:13,191fba20-9cb5-458e-afaa-ed7f2a2a5f75,93880,93880,Production Finance,"Completed coursework and final evaluation for Production Finance, focusing on Accounting is a foundation to many businesses' enterprises and in the realm of f...",4,3,2,12,4,I took the Production Finance course as a requirement for my Bachelor's degree.,aa188b87cb284d3d946378a7ce0d204bf33a5c94ba604e7d9eb7acf9c1ba958e,7df4fd63-8921-40b5-be38-ac693d9538a0
2025-07-18T05:01:19,49013de0-776e-49c3-a686-55d9a9c26531,93888,93888,Practicum II,Completed coursework and final evaluation for Practicum II.,5,5,4,13,5,"-- Student: I just finished taking the course ""Practicum II"".",9ab9a9ece3e04680a98163cc14783d379ae07a75b0b34d8b9cf7622d7eaac3ff,9322e415-9ea0-408d-a670-df9565aac81c
2025-08-02T05:01:32,9190792e-5d53-4371-ade4-8d5206b24823,93888,93888,Practicum II,Completed coursework and final evaluation for Practicum II.,5,4,3,12,5,"I took the Practicum II course at CMU, and it was both challenging and time-consuming, but ultimately very useful. The course was designed to provide hands-on experience in a professional setting, and it definitely prepared me for my future career.",e258a394b6e7469f8a5fb7484d74d496fee69834cf89491690c0a1dfa9690091,25dda2ed-d96a-4169-99cf-57b63ed150b6
2025-08-09T05:01:56,8d18c65c-ef90-49a4-a889-4479352f6b4b,93890,93890,Capstone Management Project II,"Completed coursework and final evaluation for Capstone Management Project II, focusing on The Capstone Project is a two-semester applied research project that represents...",3,5,4,12,4,"I decided to take the course ""Capstone Management Project II"" because I wanted to go deeper into the topic and challenge myself. The class was fairly time-consuming, especially around major assignments and exams, but the structure of the course helped me stay on track. Overall I feel like I learned a lot and the material will be useful for future classes and projects.",62f02a9c245d4cde8dec7155c244b4b9aa44419e57734686af619ba225067e09,a8bb66cd-c2f0-4217-ba61-57434ee08f31
2025-06-18T05:02:00,a1e18009-0a4f-4f9d-823a-72daaf7f6851,48026,48026,Second Year Seminar: Architecture Edition II,"Completed coursework and final evaluation for Second Year Seminar: Architecture Edition II, focusing on The second-year seminar (part 2) introduces students to opportunities at Carnegi...",4,3,3,9,4,"""This class is very interesting and I learn a lot about architecture and its history.",e3287e2eb5204f99b9764cc24d1a6551ec96204a822d43c1a754450f14ff1e99,c96e0739-4ff2-4d0e-b430-52e469c6b935
2025-05-04T05:02:04,aef9e178-b354-40ad-9443-8fa4b96376ca,48026,48026,Second Year Seminar: Architecture Edition II,"Completed coursework and final evaluation for Second Year Seminar: Architecture Edition II, focusing on The second-year seminar (part 2) introduces students to opportunities at Carnegi...",5,5,2,7,5,I took this class to get some credits and to learn about different architectural styles.,d1dd9706e4a34358a6165a28c437050cdbc5ce9df97b47c8ae3a43fb528b7c99,68dc9db0-5c79-4ac5-9f3c-e3c7030cf390
2025-06-19T05:02:37,6462fe48-e7cc-4be4-9aff-e24261c68253,48051,48051,Study Abroad,Completed coursework and final evaluation for Study Abroad.,5,4,2,7,4,"I decided to take the course ""Study Abroad"" because I wanted to get a solid foundation in the topic. The class was fairly time-consuming, especially around major assignments and exams, but the structure of the course helped me stay on track. Overall I feel like I learned a lot and the material will be useful for future classes and projects.",42712302097a46d8a6d5c4259d644ab9e3bcde4674254472b8b8d1bb1506fbf0,2d22b31f-433b-4ee2-abfa-ff296753a823
2025-10-25T05:03:01,1bcfb040-c7bb-4240-9b45-bd69138a8e0f,48105,48105,Architecture Design Studio: Poiesis Studio 2,"Completed coursework and final evaluation for Architecture Design Studio: Poiesis Studio 2, focusing on The Poiesis II design studio family nurtures a way of making and thinking in des...",3,5,2,7,4,"I decided to take the course ""Architecture Design Studio: Poiesis Studio 2"" because I wanted to go deeper into the topic and challenge myself. The class was fairly time-consuming, especially around major assignments and exams, but the structure of the course helped me stay on track. Overall I feel like I learned a lot and the material will be useful for future classes and projects.",d809922884544b1db9b3737cb0be15d9ef6bd56cad8940a7a9f6150cf82b85a3,e12659b8-4fc3-4361-ad77-fd18135223a5
2025-01-27T05:03:20,d33f0e86-30ae-40fa-90cb-939952f6ae9a,48111,48111,Exploring Pittsburgh,"Completed coursework and final evaluation for Exploring Pittsburgh, focusing on The city of Pittsburgh is at once our (permanent or temporary) home and the site...",5,4,3,8,5,"I took the course ""Exploring Pittsburgh"" because I'm interested in learning more about the city I live in.",f569fc7bbf4147eabe17ee61a221e13c2942c641c32b41cea7f2c5ede616e4ea,dafc201e-4046-4fda-a0cd-a48c7489bfdd
2025-01-27T05:03:44,c22f4b11-a7bb-4935-9b50-434500cc98f7,48112,48112,Digital Fabrication Skills,"Completed coursework and final evaluation for Digital Fabrication Skills, focusing on ""The formal qualities explored by designers today necessitates the use of sophis...",4,5,2,8,5,"I decided to take the course ""Digital Fabrication Skills"" because I wanted to get a solid foundation in the topic. The class was fairly time-consuming, especially around major assignments and exams, but the structure of the course helped me stay on track. Overall I feel like I learned a lot and the material will be useful for future classes and projects.",f81e45b1611d4280887e0629d5c00936862ee25afaa64cb5a91119d3affbbd15,c352cc09-272f-4ac5-8ede-5987fc1ff6e2
2025-05-05T05:04:09,739a1d2e-bc94-472c-ae35-3b36d67019be,48125,48125,Digital Media II,"Completed coursework and final evaluation for Digital Media II, focusing on IDM2 is a required course for all first year architecture students. This course...",5,3,1,5,4,"I decided to take the course ""Digital Media II"" because I wanted to go deeper into the topic and challenge myself. The class was fairly time-consuming, especially around major assignments and exams, but the structure of the course helped me stay on track. Overall I feel like I learned a lot and the material will be useful for future classes and projects.",8ae76123b5d9449a9aad0b2c1943c2252d1b32f7b8e841e28d8b77c75c0a9c78,61a92b87-64eb-4cfd-a2fc-b815df430297
2025-10-07T05:04:33,d56bf10a-1b8e-4e5a-99e9-dc111efe7602,48126,48126,Drawing II,"Completed coursework and final evaluation for Drawing II, focusing on Drawing and Appearance? is a traditional course in free-hand architectural drawi...",5,3,4,10,4,"I decided to take the course ""Drawing II"" because I wanted to get a solid foundation in the topic. The class was fairly time-consuming, especially around major assignments and exams, but the structure of the course helped me stay on track. Overall I feel like I learned a lot and the material will be useful for future classes and projects.",93945e4f751e470786eb7b0d9fb4f35df5883061141341c0a7db74e0905a3e7d,33cccc51-9383-41c5-80bb-57328d4bdb53
2024-11-25T05:04:56,08df6523-aa4f-42da-ae97-6e561a402a28,48205,48205,Architecture Options Studios,"Completed coursework and final evaluation for Architecture Options Studios, focusing on The second year option studios offer varied design strategies through material,...",4,4,4,9,4,"I decided to take the course ""Architecture Options Studios"" because I wanted to get a solid foundation in the topic. The class was fairly time-consuming, especially around major assignments and exams, but the structure of the course helped me stay on track. Overall I feel like I learned a lot and the material will be useful for future classes and projects.",28d3cf0ae3014a65a64b0d592f3b44eab166ee40621f47808ecc2aacbfab6e11,616015d2-0c85-450c-8ad2-79e9eae87535
2024-12-27T05:05:03,4770b062-cc43-4c50-a537-c043a7dc55ef,48240,48240,"History of World Architecture, I","Completed coursework and final evaluation for History of World Architecture, I, focusing on This survey cuts a broad swath through time, geography and cultures, surveying c...",5,5,4,10,5,I took this course because I love learning about different cultures and how they express their identity through architecture.,273f56d095fb4702a72d8be8ea7f227254aed9f6a2f04d28a7986b3699b0a3cd,985fda69-bece-4e47-94c6-7419cd515dd2
2025-04-23T05:05:43,4782b4f6-4729-44db-ac27-e12a74cee0bd,48241,48241,Modern Architecture: History & Theory,"Completed coursework and final evaluation for Modern Architecture: History & Theory, focusing on This course investigates the history of a wide range of buildings, architecture,...",4,4,1,7,4,"I decided to take the course ""Modern Architecture: History & Theory"" because I wanted to go deeper into the topic and challenge myself. The class was fairly time-consuming, especially around major assignments and exams, but the structure of the course helped me stay on track. Overall I feel like I learned a lot and the material will be useful for future classes and projects.",6efc04602be144fca34377050956a2ad2e183ebc14124a85a85402c7da78cd24,86561976-500c-4e5d-bd73-7f0c2b5c90e9
2025-06-16T05:05:55,60dc36a0-ec8c-49fe-a68a-8f60ee9d7382,48247,48247,Fundamentals of Computational Design,"Completed coursework and final evaluation for Fundamentals of Computational Design, focusing on As analog mechanisms; as metaphors; as bodily extensions or prosthetics; as mate...",4,5,5,10,4,I recently took the course 'Fundamentals of Computational Design' and it has been an eye-opening experience.,d5ebd1f9af9643349f624b4b0b9ed73d465d8dd0a0e54324933c49393f8d3cb2,3fa0aeb0-aa64-4371-838c-b509ea382b9d
2025-10-16T05:06:13,b8b8d45d-e7ae-4140-a4ec-7481852412f2,48259,48259,"Cities, Technologies, and Infrastructure","Completed coursework and final evaluation for Cities, Technologies, and Infrastructure.",5,3,1,6,4,I took this course to learn more about the challenges and opportunities of urban planning and design in the context of rapid technological change.,a501d999afe043abbc86f12d19a4d603aeff66634a7f46a0927f4472dba8fac0,d76ec21b-f52e-494f-a274-98ecfc931926
2025-10-15T05:06:46,b754e173-3632-43f7-b931-7538f7b3b396,48305,48305,Architecture Design Studio: Praxis Studio II,"Completed coursework and final evaluation for Architecture Design Studio: Praxis Studio II, focusing on This studio introduces integrated architectural design as the synthesis of dispa...",5,5,3,9,5,"I decided to take the course ""Architecture Design Studio: Praxis Studio II"" because I wanted to go deeper into the topic and challenge myself. The class was fairly time-consuming, especially around major assignments and exams, but the structure of the course helped me stay on track. Overall I feel like I learned a lot and the material will be useful for future classes and projects.",9d89774576dd4048b596dd7fd0e7a1a337dad0ec6a1b4613877ef27c039cffed,02bf89ac-a55a-468c-a400-58289737178d
2025-10-16T05:06:52,12ecaf2f-1477-46a1-bbbe-ce3a35d68a9e,48309,48309,"Heritage, Computation, and the Digital","Completed coursework and final evaluation for Heritage, Computation, and the Digital, focusing on UNESCO defines heritage as practices and sites of symbolic, historic, artistic,...",4,4,1,5,4,"Review: I decided to take the course ""Heritage, Computation, and the Digital"" because I am interested in the intersection of technology and history.",b1d69eb1633142be8141b291e59b4e96ea30f39aee6e4901b5deb633c28c0a29,c496b3e1-d531-4614-b44c-e442651c8a54
2025-09-16T05:07:32,e5dee7c2-055c-4cfb-a4e0-2c435f37d452,48314,48314,New Pedagogies: A planet in the scale of pellet in the stomach of a shiner in the dream of gull,"Completed coursework and final evaluation for New Pedagogies: A planet in the scale of pellet in the stomach of a shiner in the dream of gull, focusing on New Pedagogies are courses offered by new and visiting faculty (sections A-E). P...",5,4,2,8,4,"I decided to take the course ""New Pedagogies: A planet in the scale of pellet in the stomach of a shiner in the dream of gull"" because I wanted to get a solid foundation in the topic. The class was fairly time-consuming, especially around major assignments and exams, but the structure of the course helped me stay on track. Overall I feel like I learned a lot and the material will be useful for future classes and projects.",6fcfca3659904398a9f865343ccb4548d1b1ca06cb964e87bd898b2134a89e83,da63fe8b-2947-431b-9591-11fa6e655dd8
